index,DE_B01,DE_B09,DE_B10,DE_B11,DE_B12,DE_B15,DE_B16,DE_B18,DE_B19,DE_load,DE_surplus,DK_B01,DK_B16,DK_B18,DK_B19,DK_load,DK_surplus,HU_B01,HU_B09,HU_B11,HU_B12,HU_B15,HU_B16,HU_B19,HU_load,HU_surplus,IT_B01,IT_B09,IT_B10,IT_B11,IT_B12,IT_B16,IT_B18,IT_B19,IT_load,IT_surplus,NE_B01,NE_B11,NE_B16,NE_B18,NE_B19,NE_load,NE_surplus,PO_B01,PO_B10,PO_B11,PO_B12,PO_B16,PO_B19,PO_load,PO_surplus,SE_B12,SE_B13,SE_B16,SE_B19,SE_load,SE_surplus,SP_B01,SP_B09,SP_B10,SP_B11,SP_B12,SP_B13,SP_B15,SP_B16,SP_B18,SP_B19,SP_load,SP_surplus,UK_B19,UK_load,UK_surplus,y,year,month,day,hour,minute,second
1607,18490,108,3532,3757,365,708,0,15726,41272,218904,-134946,940.0,0.0,430.0,398.0,3726.0,-1958.0,607,0,59,56,48,0,415,21995,-20810,775.0,643.0,616.0,1141.0,87.0,0.0,0.0,4658.0,28592.0,-20672.0,123,0,4,5124,3899,46726,-37576,225.0,0.0,218.0,0.0,0.0,835.0,19475.0,-18197.0,10988.0,0.0,0.0,475.0,17415.0,-5952.0,525,0,10,813,639,0,106,11,0,4662,25324,-18558,2970.0,1932.0,1038.0,1,2022,3,8,22,0,0
1608,18224,108,6131,3806,353,708,0,15046,37991,209112,-126745,907.0,0.0,306.0,397.0,3644.0,-2034.0,607,0,56,56,48,0,426,20842,-19649,745.0,643.0,730.0,1055.0,10.0,0.0,0.0,4704.0,26921.0,-19034.0,123,0,4,4392,4293,43531,-34719,212.0,0.0,213.0,0.0,0.0,720.0,18853.0,-17708.0,10944.0,0.0,0.0,493.0,17164.0,-5727.0,513,0,196,745,482,0,106,11,0,5055,23664,-16556,2060.0,1700.0,360.0,1,2022,3,8,23,0,0
1609,18240,108,12511,3856,259,708,0,11735,33198,205167,-124552,894.0,0.0,253.0,428.0,3598.0,-2023.0,600,0,56,56,48,0,411,20056,-18885,735.0,643.0,890.0,991.0,11.0,0.0,0.0,4675.0,26115.0,-18170.0,124,0,4,3570,4419,41762,-33645,215.0,0.0,213.0,0.0,0.0,758.0,18551.0,-17365.0,10760.0,0.0,0.0,606.0,16906.0,-5540.0,485,0,1497,687,397,0,108,9,0,5205,22734,-14346,1430.0,1418.0,12.0,1,2022,3,9,0,0,0
1610,18269,108,16522,3858,314,708,0,7927,27898,204157,-128553,890.0,0.0,297.0,455.0,3614.0,-1972.0,591,0,56,56,46,0,445,19397,-18203,716.0,643.0,802.0,977.0,11.0,0.0,0.0,4952.0,25971.0,-17870.0,124,0,4,2950,4347,40828,-33403,218.0,0.0,213.0,0.0,0.0,809.0,18615.0,-17375.0,10657.0,0.0,0.0,859.0,17150.0,-5634.0,480,0,1891,680,432,0,107,9,0,5440,22423,-13384,1474.0,1299.0,175.0,1,2022,3,9,1,0,0
1611,18332,108,13046,3784,353,708,0,7578,23700,206844,-139235,908.0,0.0,335.0,443.0,3699.0,-2013.0,595,0,56,56,40,0,424,19300,-18129,729.0,643.0,795.0,972.0,10.0,0.0,0.0,5031.0,26453.0,-18273.0,124,0,4,3327,3809,40739,-33475,218.0,0.0,213.0,0.0,0.0,876.0,19015.0,-17708.0,10383.0,0.0,0.0,1153.0,17342.0,-5806.0,485,0,1866,694,440,0,105,11,0,5491,22316,-13224,1312.0,1240.0,72.0,1,2022,3,9,2,0,0
1612,18489,107,6387,3737,401,708,0,7601,21584,212922,-153908,948.0,0.0,270.0,480.0,3945.0,-2247.0,597,0,56,56,40,0,393,20076,-18934,737.0,642.0,413.0,979.0,17.0,0.0,0.0,5106.0,28477.0,-20583.0,124,0,4,3270,3428,41331,-34505,214.0,0.0,212.0,0.0,0.0,940.0,19774.0,-18408.0,10316.0,0.0,0.0,1402.0,17889.0,-6171.0,483,0,802,797,611,0,103,11,0,5354,22971,-14810,2616.0,1160.0,1456.0,1,2022,3,9,3,0,0
1613,19028,104,5641,3735,524,708,0,7899,21285,230688,-171764,989.0,1.0,296.0,525.0,4496.0,-2685.0,597,0,58,56,44,0,391,21893,-20747,726.0,641.0,100.0,1237.0,133.0,62.0,0.0,5214.0,33716.0,-25603.0,124,0,4,3014,3100,43709,-37467,216.0,0.0,212.0,0.0,34.0,913.0,21729.0,-20354.0,10498.0,0.0,0.0,1704.0,19462.0,-7260.0,480,0,168,858,1451,0,106,11,0,5363,25529,-17092,2101.0,1125.0,976.0,1,2022,3,9,4,0,0
1614,19635,104,17804,3709,1231,719,1144,7480,22100,257693,-183767,1031.0,59.0,340.0,523.0,4980.0,-3027.0,606,0,60,56,44,187,438,24380,-22989,734.0,631.0,265.0,1921.0,337.0,1448.0,0.0,5301.0,39290.0,-28653.0,124,0,5,2392,2924,48990,-43545,224.0,38.0,212.0,0.0,269.0,772.0,23510.0,-21995.0,10420.0,0.0,14.0,1898.0,20477.0,-8145.0,478,0,0,910,3765,0,104,87,0,5447,29412,-18621,3016.0,1136.0,1880.0,1,2022,3,9,5,0,0
1615,19861,102,16041,3699,824,732,21239,7678,21943,270035,-177916,1028.0,253.0,251.0,398.0,5165.0,-3235.0,613,0,60,56,46,861,427,25026,-22963,728.0,630.0,170.0,1948.0,369.0,4247.0,0.0,5454.0,43345.0,-29799.0,124,0,100,2207,2785,52698,-47482,227.0,121.0,212.0,0.0,891.0,403.0,24215.0,-22361.0,10407.0,0.0,67.0,1851.0,20424.0,-8099.0,464,0,0,925,3895,0,106,2092,0,5659,31446,-18305,1916.0,1260.0,656.0,1,2022,3,9,6,0,0
1616,19633,100,8803,3679,732,730,58068,8115,17542,277189,-159787,1022.0,513.0,265.0,257.0,5147.0,-3090.0,617,0,60,56,48,1777,340,24834,-21936,686.0,628.0,251.0,1595.0,159.0,7049.0,0.0,6258.0,44358.0,-27732.0,123,0,383,2117,2301,50991,-46067,232.0,181.0,214.0,0.0,1610.0,213.0,24034.0,-21584.0,10402.0,0.0,140.0,1846.0,20436.0,-8048.0,451,0,0,843,2340,0,105,5509,0,5728,31935,-16959,1706.0,1615.0,91.0,1,2022,3,9,7,0,0
1617,19180,96,4240,3700,621,710,91012,7520,8940,277221,-141202,996.0,742.0,241.0,218.0,5140.0,-2943.0,627,0,60,56,49,2769,426,24283,-20296,662.0,629.0,237.0,1288.0,118.0,8740.0,0.0,6506.0,43421.0,-25241.0,124,0,731,2090,1770,46519,-41804,232.0,0.0,218.0,0.0,2328.0,268.0,23583.0,-20537.0,10376.0,0.0,230.0,1836.0,20029.0,-7587.0,464,0,301,811,1386,0,106,8274,0,6354,31817,-14121,1084.0,2027.0,-943.0,1,2022,3,9,8,0,0
1618,18631,94,7925,3709,548,671,113906,5692,5782,275093,-118135,953.0,870.0,265.0,277.0,5026.0,-2661.0,630,0,60,56,51,3463,393,23709,-19056,678.0,627.0,347.0,1144.0,122.0,9576.0,0.0,6771.0,42791.0,-23526.0,124,0,987,1466,1353,41748,-37818,226.0,0.0,218.0,0.0,2927.0,405.0,23730.0,-19954.0,10194.0,0.0,283.0,1818.0,19413.0,-7118.0,460,0,1890,745,565,0,102,10334,0,7420,31681,-10165,583.0,2192.0,-1609.0,1,2022,3,9,9,0,0
1619,18460,96,16863,3670,209,658,125837,5239,5995,275269,-98242,919.0,911.0,256.0,448.0,4894.0,-2360.0,632,0,60,56,47,3686,459,23390,-18450,693.0,630.0,396.0,1068.0,26.0,9940.0,0.0,6671.0,40320.0,-20896.0,126,0,1135,1263,1305,38742,-34913,231.0,0.0,218.0,0.0,2987.0,573.0,23962.0,-19953.0,9910.0,0.0,292.0,2108.0,18985.0,-6675.0,464,0,2627,713,510,0,104,10414,0,8568,31830,-8430,423.0,2358.0,-1935.0,1,2022,3,9,10,0,0
1620,18296,93,22158,3682,183,643,127154,5816,7135,273281,-88121,914.0,904.0,242.0,511.0,4814.0,-2243.0,631,0,61,56,45,3367,530,23473,-18783,678.0,625.0,474.0,1009.0,26.0,9819.0,0.0,6381.0,39840.0,-20828.0,127,0,1186,1671,1496,36993,-32513,228.0,0.0,218.0,0.0,2750.0,788.0,23988.0,-20004.0,9602.0,0.0,274.0,2283.0,18540.0,-6381.0,476,0,2889,707,488,0,107,9777,0,8822,31687,-8421,340.0,2487.0,-2147.0,1,2022,3,9,11,0,0
1621,18262,95,23092,3654,150,617,118509,7329,8311,267020,-87001,899.0,879.0,385.0,518.0,4784.0,-2103.0,627,0,60,56,43,2712,635,23449,-19316,668.0,632.0,483.0,1078.0,35.0,8903.0,0.0,6134.0,40550.0,-22617.0,125,0,1147,2026,1508,37339,-32533,235.0,0.0,220.0,0.0,2297.0,1009.0,23630.0,-19869.0,9430.0,0.0,208.0,2477.0,18333.0,-6218.0,494,0,2947,709,569,0,105,9303,0,8986,31135,-8022,312.0,2568.0,-2256.0,3,2022,3,9,12,0,0
1622,18340,95,18449,3612,422,600,99651,7892,9695,261909,-103153,872.0,691.0,424.0,603.0,4721.0,-2131.0,620,0,60,56,48,1851,661,24069,-20773,676.0,640.0,421.0,1137.0,89.0,7163.0,0.0,6545.0,41017.0,-24346.0,124,0,980,2313,1439,38926,-34070,227.0,0.0,221.0,0.0,1777.0,1065.0,23834.0,-20544.0,9017.0,0.0,119.0,2835.0,18546.0,-6575.0,490,0,2597,728,836,0,107,8243,0,8710,30409,-8698,223.0,2621.0,-2398.0,3,2022,3,9,13,0,0
1623,18653,96,8403,3593,370,600,70218,7751,10674,255475,-135117,938.0,387.0,370.0,641.0,4637.0,-2301.0,615,0,60,58,54,881,662,24661,-22331,734.0,638.0,290.0,1379.0,108.0,4027.0,0.0,6353.0,41088.0,-27559.0,124,0,724,2662,1230,42302,-37562,229.0,0.0,231.0,50.0,1119.0,1051.0,24062.0,-21382.0,8701.0,0.0,47.0,3342.0,18546.0,-6456.0,488,0,1370,783,677,0,107,6597,0,7990,29886,-11874,159.0,2551.0,-2392.0,3,2022,3,9,14,0,0
1624,19315,96,7688,3597,314,600,34170,7707,10989,252446,-167970,960.0,101.0,383.0,629.0,4966.0,-2893.0,606,0,64,60,56,283,500,24764,-23195,763.0,638.0,248.0,1814.0,369.0,953.0,0.0,5812.0,40813.0,-30216.0,124,0,400,2832,1143,48280,-43781,226.0,59.0,246.0,57.0,337.0,1067.0,24293.0,-22301.0,8472.0,0.0,5.0,4145.0,19178.0,-6556.0,495,0,259,875,1536,0,109,4199,0,7631,29547,-14443,140.0,2513.0,-2373.0,1,2022,3,9,15,0,0
1625,19786,96,15728,3584,443,600,5821,8530,14852,259877,-190437,959.0,4.0,385.0,694.0,5087.0,-3045.0,601,0,61,57,54,16,413,25260,-24058,679.0,638.0,318.0,2421.0,464.0,2.0,0.0,5366.0,43019.0,-33131.0,125,0,106,3144,1288,56050,-51387,227.0,278.0,287.0,57.0,13.0,1279.0,24974.0,-22833.0,8207.0,0.0,0.0,5137.0,19809.0,-6465.0,510,0,201,943,3990,0,113,1484,0,6997,29476,-15238,86.0,2576.0,-2490.0,1,2022,3,9,16,0,0
1626,19948,99,22015,3549,524,611,15,9691,26138,274640,-192050,989.0,2.0,635.0,933.0,4915.0,-2356.0,602,0,61,56,52,0,435,26045,-24839,678.0,636.0,476.0,2682.0,518.0,0.0,0.0,5264.0,43717.0,-33463.0,124,0,5,3393,2076,58771,-53173,226.0,485.0,294.0,57.0,0.0,1550.0,25089.0,-22477.0,7983.0,0.0,0.0,5811.0,19784.0,-5990.0,514,0,123,1022,4619,0,112,276,0,6657,31766,-18443,53.0,2741.0,-2688.0,3,2022,3,9,17,0,0
1627,19899,100,21736,3526,361,620,0,10399,35869,273150,-180640,932.0,2.0,794.0,917.0,4651.0,-2006.0,605,0,60,59,52,0,493,25707,-24438,675.0,635.0,70.0,2050.0,345.0,0.0,0.0,5336.0,41255.0,-32144.0,126,0,4,3454,3092,58415,-51739,225.0,142.0,287.0,57.0,0.0,1911.0,24481.0,-21859.0,7796.0,0.0,0.0,6257.0,19405.0,-5352.0,521,0,0,1047,4767,0,113,235,0,6292,33274,-20299,135.0,2799.0,-2664.0,3,2022,3,9,18,0,0
1628,19677,104,13102,3527,338,632,0,11333,42717,259842,-168412,921.0,2.0,860.0,855.0,4389.0,-1751.0,605,0,63,58,52,0,606,24926,-23542,677.0,636.0,27.0,1414.0,194.0,0.0,0.0,5404.0,38090.0,-29738.0,126,0,4,3173,3121,55441,-49017,225.0,0.0,282.0,7.0,0.0,2211.0,23014.0,-20289.0,7574.0,0.0,0.0,6470.0,18819.0,-4775.0,524,0,0,1041,4133,0,113,164,0,6160,32305,-20170,122.0,2737.0,-2615.0,3,2022,3,9,19,0,0
1629,19252,104,8540,3571,368,640,0,11065,46966,244788,-154282,925.0,2.0,888.0,950.0,4123.0,-1358.0,605,0,61,59,54,0,534,23848,-22535,682.0,637.0,28.0,1186.0,173.0,0.0,0.0,5257.0,34375.0,-26412.0,126,0,4,3163,2988,52142,-45861,222.0,0.0,248.0,0.0,0.0,2256.0,21408.0,-18682.0,7279.0,0.0,0.0,6569.0,17906.0,-4058.0,529,0,0,1011,2569,0,111,103,0,5960,29495,-19212,30.0,2602.0,-2572.0,3,2022,3,9,20,0,0
1630,18853,108,3750,3593,265,658,0,11016,47548,232961,-147170,902.0,2.0,1063.0,1180.0,3929.0,-782.0,607,0,59,60,52,0,693,23010,-21539,689.0,636.0,69.0,1067.0,18.0,0.0,0.0,4981.0,30904.0,-23444.0,126,0,4,3438,2930,48710,-42212,216.0,0.0,221.0,0.0,0.0,2223.0,20154.0,-17494.0,6907.0,0.0,0.0,6658.0,17003.0,-3438.0,531,0,0,924,1246,0,106,60,0,5676,26763,-18220,11.0,2408.0,-2397.0,3,2022,3,9,21,0,0
1631,18542,109,3196,3572,183,708,0,11483,44065,219056,-137198,917.0,2.0,1146.0,1247.0,3721.0,-409.0,611,0,56,56,52,0,700,21817,-20342,665.0,638.0,1003.0,917.0,10.0,0.0,0.0,4383.0,27928.0,-20312.0,124,0,4,3392,3098,45862,-39244,216.0,7.0,221.0,0.0,0.0,2143.0,19098.0,-16511.0,6479.0,0.0,0.0,6886.0,16699.0,-3334.0,532,0,69,801,623,0,99,36,0,5456,25166,-17550,5.0,2172.0,-2167.0,3,2022,3,9,22,0,0
1632,18334,112,3060,3555,249,696,0,11158,41163,208205,-129878,888.0,2.0,1272.0,1324.0,3665.0,-179.0,608,0,56,56,50,0,713,20551,-19068,661.0,639.0,1219.0,895.0,10.0,0.0,0.0,4109.0,26219.0,-18686.0,125,0,4,2826,2535,43335,-37845,216.0,2.0,220.0,0.0,0.0,1979.0,18505.0,-16088.0,6345.0,0.0,0.0,7030.0,16573.0,-3198.0,528,0,474,772,489,0,100,23,0,5623,23721,-15712,8.0,1894.0,-1886.0,3,2022,3,9,23,0,0
1633,18302,112,4856,3580,335,665,0,10955,40740,202546,-123001,781.0,2.0,1346.0,1407.0,3649.0,-113.0,607,0,56,56,52,0,640,19727,-18316,661.0,639.0,1034.0,863.0,10.0,0.0,0.0,3780.0,25463.0,-18476.0,124,0,4,3019,2164,41620,-36309,217.0,0.0,220.0,0.0,0.0,1844.0,18252.0,-15971.0,6329.0,0.0,0.0,6928.0,16300.0,-3043.0,532,0,488,761,330,0,97,15,0,5844,22691,-14624,82.0,1668.0,-1586.0,3,2022,3,10,0,0,0
1634,18177,111,7153,3587,571,606,0,10302,41010,201820,-120303,686.0,2.0,1434.0,1489.0,3671.0,-60.0,600,0,56,56,52,0,712,19104,-17628,660.0,639.0,1152.0,876.0,10.0,0.0,0.0,3459.0,25193.0,-18397.0,126,0,4,3028,2385,41017,-35474,217.0,0.0,221.0,0.0,0.0,1828.0,18385.0,-16119.0,6246.0,0.0,0.0,6965.0,16390.0,-3179.0,532,0,848,750,383,0,99,15,0,5834,22295,-13834,75.0,1526.0,-1451.0,3,2022,3,10,1,0,0
1635,18339,110,10494,3578,411,576,0,9294,42257,206222,-121163,734.0,2.0,1466.0,1488.0,3731.0,-41.0,600,0,56,56,48,0,659,19030,-17611,654.0,639.0,1109.0,950.0,48.0,0.0,0.0,3237.0,25694.0,-19057.0,125,0,4,2477,2238,40933,-36089,216.0,0.0,221.0,0.0,0.0,1983.0,18740.0,-16320.0,6260.0,0.0,0.0,6979.0,16745.0,-3506.0,541,0,797,740,325,0,98,15,0,5894,22220,-13810,15.0,1530.0,-1515.0,3,2022,3,10,2,0,0
1636,18470,108,9189,3579,369,607,0,8087,43734,214765,-130622,740.0,2.0,1348.0,1558.0,3978.0,-330.0,600,0,56,56,49,0,727,19880,-18392,656.0,638.0,214.0,973.0,37.0,0.0,0.0,3316.0,27764.0,-21930.0,126,0,4,1825,1945,41382,-37482,215.0,19.0,220.0,0.0,0.0,2104.0,19382.0,-16824.0,6516.0,0.0,0.0,6941.0,17426.0,-3969.0,541,0,560,774,460,0,96,15,0,5492,22794,-14856,58.0,1481.0,-1423.0,3,2022,3,10,3,0,0
1637,18930,106,6858,3526,578,711,0,7267,45653,230941,-147312,698.0,3.0,1335.0,1623.0,4540.0,-881.0,603,0,59,56,49,5,526,21699,-20401,655.0,638.0,1295.0,1446.0,236.0,68.0,0.0,3305.0,32859.0,-25216.0,125,0,4,1522,1902,43580,-40027,216.0,20.0,220.0,0.0,70.0,2189.0,21325.0,-18610.0,7030.0,0.0,0.0,6959.0,18942.0,-4953.0,543,0,228,890,1652,0,95,15,0,5024,25296,-16849,78.0,1449.0,-1371.0,3,2022,3,10,4,0,0
1638,19520,104,17061,3479,633,714,1281,7856,48444,258358,-159266,728.0,52.0,1339.0,1604.0,4994.0,-1271.0,610,0,60,56,52,441,361,23975,-22395,656.0,638.0,1201.0,2089.0,537.0,1870.0,0.0,3064.0,38635.0,-28580.0,124,0,6,1655,1960,48548,-44803,215.0,41.0,219.0,0.0,514.0,1859.0,22615.0,-19767.0,7535.0,0.0,7.0,6818.0,19848.0,-5488.0,541,0,0,930,3207,0,97,55,0,4964,28939,-19145,154.0,1440.0,-1286.0,3,2022,3,10,5,0,0
1639,19767,104,21063,3416,639,715,21262,9420,47137,272539,-149016,934.0,233.0,1345.0,1551.0,5124.0,-1061.0,611,0,60,52,56,1854,260,24299,-21406,659.0,634.0,483.0,2086.0,553.0,5461.0,0.0,2992.0,42374.0,-29506.0,124,0,112,1641,2150,52657,-48630,216.0,46.0,231.0,0.0,1491.0,1415.0,22833.0,-19434.0,7513.0,0.0,29.0,6642.0,19672.0,-5488.0,540,0,0,964,3668,0,104,1713,0,5072,30907,-18846,202.0,1537.0,-1335.0,3,2022,3,10,6,0,0
1640,19553,99,13589,3306,423,720,57057,10467,38880,277491,-133397,884.0,489.0,1347.0,1596.0,5099.0,-783.0,594,0,60,32,57,3266,214,23655,-19432,656.0,630.0,151.0,1629.0,272.0,7938.0,0.0,3476.0,42781.0,-28029.0,120,0,382,1796,2185,51223,-46740,217.0,2.0,245.0,0.0,2587.0,1375.0,22729.0,-18303.0,7727.0,0.0,61.0,6483.0,19637.0,-5366.0,536,0,0,953,2929,0,103,5044,0,5222,31673,-16886,454.0,1857.0,-1403.0,3,2022,3,10,7,0,0
1641,19021,96,4516,3344,413,679,90436,10033,25957,275533,-121038,801.0,769.0,1355.0,1596.0,5088.0,-567.0,610,0,63,32,56,4336,223,22824,-17504,654.0,629.0,158.0,1263.0,149.0,9446.0,0.0,3894.0,41694.0,-25501.0,122,0,719,1962,1906,46467,-41758,218.0,0.0,246.0,0.0,3498.0,1426.0,22524.0,-17136.0,7932.0,0.0,105.0,6152.0,19432.0,-5243.0,530,0,25,828,1519,0,102,8172,0,5857,31464,-14431,403.0,2245.0,-1842.0,3,2022,3,10,8,0,0
1642,18535,96,9455,3378,205,565,112567,9903,25207,276254,-96343,719.0,933.0,1427.0,1514.0,4999.0,-406.0,615,0,64,32,58,5168,169,22249,-16143,644.0,629.0,732.0,1113.0,93.0,9984.0,0.0,4215.0,40741.0,-23331.0,124,0,968,1952,1377,41535,-37114,216.0,0.0,249.0,0.0,4025.0,1228.0,22684.0,-16966.0,7982.0,0.0,138.0,5792.0,19049.0,-5137.0,512,0,502,777,647,0,101,9903,0,6946,31369,-11981,535.0,2410.0,-1875.0,3,2022,3,10,9,0,0
1643,18276,96,15448,3327,229,548,124403,8918,33908,277732,-72579,810.0,979.0,1457.0,1526.0,4763.0,9.0,614,0,64,32,53,5561,111,21990,-15555,644.0,629.0,1108.0,989.0,87.0,9932.0,0.0,4637.0,38411.0,-20385.0,124,0,1117,2225,1209,38464,-33789,216.0,0.0,246.0,0.0,4261.0,1106.0,22811.0,-16982.0,8168.0,0.0,156.0,5535.0,19032.0,-5173.0,511,0,923,743,775,0,104,10049,0,8142,31222,-9975,1860.0,2471.0,-611.0,3,2022,3,10,10,0,0
1644,18173,95,17469,3397,152,545,124765,7960,38838,273427,-62033,850.0,1005.0,1488.0,1668.0,4738.0,273.0,612,0,64,32,60,5638,78,21788,-15304,642.0,629.0,1222.0,915.0,89.0,9567.0,0.0,4924.0,38115.0,-20127.0,125,0,1170,2464,1485,36709,-31465,216.0,0.0,245.0,0.0,4040.0,1129.0,22869.0,-17239.0,8144.0,0.0,160.0,5398.0,18933.0,-5231.0,511,0,998,720,792,0,103,9140,0,9143,31141,-9734,1258.0,2381.0,-1123.0,3,2022,3,10,11,0,0
1645,18047,92,18371,3439,133,540,117378,8622,48110,267756,-53024,863.0,919.0,1422.0,1904.0,4721.0,387.0,610,0,64,32,58,5363,67,21710,-15516,636.0,629.0,1004.0,1017.0,86.0,8448.0,0.0,5119.0,39149.0,-22210.0,124,0,1123,3139,2246,36785,-30153,218.0,0.0,217.0,0.0,3489.0,1176.0,22842.0,-17742.0,8175.0,0.0,132.0,5281.0,18672.0,-5084.0,510,0,1192,710,519,0,104,8534,0,10316,30772,-8887,1590.0,2287.0,-697.0,3,2022,3,10,12,0,0
1646,18225,92,15448,3477,183,509,99324,9837,54215,262452,-61142,816.0,685.0,1552.0,2040.0,4776.0,317.0,597,0,64,40,60,4361,56,22319,-17141,645.0,632.0,58.0,998.0,127.0,6622.0,0.0,5144.0,39696.0,-25470.0,125,0,960,3468,2500,38595,-31542,217.0,0.0,213.0,0.0,2668.0,1240.0,23328.0,-18990.0,8154.0,0.0,84.0,5482.0,19049.0,-5329.0,509,0,1559,731,596,0,103,7630,0,11099,30007,-7780,1651.0,2231.0,-580.0,3,2022,3,10,13,0,0
1647,18511,92,6856,3467,139,518,70225,13566,61943,257611,-82294,813.0,393.0,1686.0,1559.0,4874.0,-423.0,591,0,64,54,56,2871,32,23154,-19486,648.0,634.0,68.0,983.0,115.0,3932.0,0.0,4579.0,40159.0,-29200.0,125,0,707,3338,2503,42539,-35866,225.0,281.0,213.0,0.0,1608.0,1375.0,23991.0,-20289.0,8034.0,0.0,35.0,5691.0,19296.0,-5536.0,510,0,2105,738,537,0,104,6884,0,10864,29523,-7781,1605.0,2119.0,-514.0,3,2022,3,10,14,0,0
1648,19147,94,8405,3441,116,586,34582,15171,69229,257083,-106312,674.0,103.0,1829.0,1638.0,5154.0,-910.0,587,0,64,56,57,1009,21,24078,-22284,665.0,634.0,642.0,1893.0,246.0,918.0,0.0,3703.0,39860.0,-31159.0,124,0,382,3194,2630,48388,-42058,225.0,879.0,218.0,50.0,488.0,1759.0,24315.0,-20696.0,8012.0,0.0,4.0,5879.0,19952.0,-6057.0,518,0,1837,773,1156,0,102,5256,0,10548,29439,-9249,1651.0,2079.0,-428.0,1,2022,3,10,15,0,0
1649,19746,96,17705,3388,238,637,6190,15325,78712,265087,-123050,656.0,3.0,1896.0,1934.0,5225.0,-736.0,589,0,63,56,59,44,24,25166,-24331,690.0,633.0,1313.0,2514.0,443.0,2.0,0.0,3155.0,42117.0,-33367.0,125,0,104,3523,3265,55524,-48507,228.0,877.0,282.0,57.0,15.0,2511.0,25143.0,-21173.0,7972.0,0.0,0.0,5947.0,20346.0,-6427.0,519,0,607,844,2485,0,105,2117,0,10614,29505,-12214,1586.0,2132.0,-546.0,1,2022,3,10,16,0,0
1650,19849,97,18633,3454,187,654,23,16667,100934,279813,-119315,668.0,0.0,1839.0,2006.0,4917.0,-404.0,590,0,60,56,60,0,123,26555,-25666,691.0,635.0,1891.0,2946.0,489.0,0.0,0.0,2800.0,43156.0,-33704.0,125,0,5,4435,3606,58369,-50198,227.0,320.0,291.0,57.0,0.0,3078.0,25227.0,-21254.0,8091.0,0.0,0.0,6048.0,19837.0,-5698.0,514,0,32,961,3489,0,107,447,0,10685,31766,-15531,3176.0,2310.0,866.0,1,2022,3,10,17,0,0
1651,19413,100,7145,3498,132,634,0,16668,114668,278331,-116073,648.0,0.0,1785.0,1697.0,4772.0,-642.0,593,0,60,56,60,0,481,26349,-25099,682.0,635.0,1051.0,2119.0,222.0,0.0,0.0,2391.0,40621.0,-33521.0,124,0,4,4724,4142,58431,-49437,226.0,19.0,282.0,7.0,0.0,3245.0,24700.0,-20921.0,8144.0,0.0,0.0,5990.0,19381.0,-5247.0,529,0,0,866,3152,0,110,235,0,11234,33147,-17021,2567.0,2442.0,125.0,1,2022,3,10,18,0,0
1652,18765,100,4582,3407,136,553,0,16165,117626,263237,-101903,640.0,0.0,1858.0,1745.0,4497.0,-254.0,593,0,60,56,56,0,448,25613,-24400,658.0,635.0,1172.0,1211.0,160.0,0.0,0.0,2094.0,37557.0,-31627.0,125,0,4,4930,5288,55979,-45632,226.0,0.0,267.0,0.0,0.0,3256.0,23197.0,-19448.0,7971.0,0.0,0.0,5992.0,18621.0,-4658.0,527,0,262,851,1717,0,107,122,0,11903,32365,-16876,1680.0,2432.0,-752.0,3,2022,3,10,19,0,0
1653,18417,102,7924,3482,239,548,0,16402,117819,248566,-83633,639.0,0.0,1677.0,1505.0,4343.0,-522.0,592,0,60,57,56,0,487,24583,-23331,653.0,635.0,518.0,1062.0,78.0,0.0,0.0,1881.0,33310.0,-28483.0,126,0,4,4721,6117,52268,-41300,220.0,0.0,217.0,0.0,0.0,3098.0,21546.0,-18011.0,7810.0,0.0,0.0,5919.0,17969.0,-4240.0,532,0,519,810,1263,0,107,38,0,12445,29662,-13948,2588.0,2319.0,269.0,1,2022,3,10,20,0,0
1654,18270,105,11595,3495,400,508,0,15943,112000,235727,-73411,631.0,0.0,1687.0,1415.0,4143.0,-410.0,598,0,58,60,56,0,467,23610,-22371,653.0,635.0,798.0,953.0,16.0,0.0,0.0,1539.0,30296.0,-25702.0,128,0,4,4965,6396,49092,-37599,216.0,0.0,214.0,0.0,0.0,2942.0,20340.0,-16968.0,7507.0,0.0,0.0,5903.0,17519.0,-4109.0,539,0,1484,784,855,0,105,13,0,12743,26772,-10249,1660.0,2125.0,-465.0,3,2022,3,10,21,0,0
1655,18102,108,11467,3525,346,492,0,17698,109228,223221,-62255,550.0,0.0,1546.0,1201.0,3988.0,-691.0,597,0,55,60,51,0,452,22436,-21221,653.0,635.0,63.0,1076.0,10.0,0.0,0.0,1109.0,27557.0,-24011.0,126,0,4,5299,6438,46205,-34338,218.0,0.0,209.0,0.0,0.0,2807.0,19262.0,-16028.0,7294.0,0.0,0.0,5822.0,17117.0,-4001.0,543,0,2550,831,660,0,99,12,0,12716,25252,-7841,1592.0,1892.0,-300.0,1,2022,3,10,22,0,0
1656,17839,112,14946,3597,377,492,0,21511,106630,218445,-52941,496.0,0.0,1497.0,1069.0,3920.0,-858.0,594,0,52,60,50,0,405,21240,-20079,654.0,635.0,28.0,1023.0,10.0,0.0,0.0,912.0,25795.0,-22533.0,128,0,4,5916,6544,43816,-31224,222.0,0.0,208.0,0.0,0.0,2552.0,18805.0,-15823.0,7346.0,0.0,0.0,5559.0,16634.0,-3729.0,539,0,3224,770,699,0,100,12,0,12542,23846,-5960,2351.0,849.0,1502.0,1,2022,3,10,23,0,0
